,image,num_nuclei,num_chromosomes,num_ecDNA,context_message
1132,894.tif,0,15,2,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
1133,895.tif,0,2,1,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1134,9.tif,4,36,2,"['{\n""ecDNA_count"": 10\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
1135,90.tif,1,7,16,"['{""ecDNA"": 4}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
1136,901.tif,0,3,0,"['{\n""ecDNA_count"": 3\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA_count"": 0\n}']"
1137,902.tif,0,3,0,"['{""ecDNA_count"": 5}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
1138,903.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1139,904.tif,0,8,1,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1140,905.tif,1,23,1,"['{\n  ""ecDNA_count"": 0\n}', '{\n  ""count"": 0\n}', '{""ecDNA"": 2}']"
1141,906.tif,1,7,1,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n""ecDNA_count"": 3\n}']"
1142,907.tif,2,0,0,"['{""ecDNA"": 5}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}']"
1143,909.tif,1,7,0,"['{""ecDNA_count"": 1}', '{\n  ""count"": 0\n}', '{\n""ecDNA"": 3\n}']"
1144,91.tif,1,0,1,"['{""ecDNA_count"": 2}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
1145,910.tif,1,13,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
1146,911.tif,1,0,0,"['{\n""ecDNA"": 5\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
1147,914.tif,0,5,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1148,916.tif,2,4,6,"['{""ecDNA_count"":3}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
1149,917.tif,1,1,1,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 10\n}']"
1150,92.tif,0,8,13,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 10\n}', '{\n  ""ecDNA"": 1\n}']"
1151,925.tif,0,4,1,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA"": 2\n}']"
1152,926.tif,0,2,1,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 10\n}', '{\n  ""ecDNA"": 0\n}']"
1153,929.tif,0,3,3,"['{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1154,93.tif,0,12,36,"['{""ecDNA_count"": 3}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
1155,930.tif,0,21,7,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 3\n}']"
1156,933.tif,0,11,3,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 3\n}', '{""ecDNA"": 1}']"
1157,934.tif,0,11,2,"['{\n  ""ecDNA_count"": 10\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n""ecDNA"": 3\n}']"
1158,938.tif,0,3,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 2\n}']"
1159,94.tif,0,5,35,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 2\n}', '{\n""ecDNA"": 0\n}']"
1160,946.tif,0,4,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
1161,948.tif,2,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 10\n}', '{\n  ""ecDNA_count"": 0\n}']"
1162,949.tif,0,8,2,"['{\n  ""ecDNA_count"": 10\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1163,950.tif,0,4,0,"['{""ecDNA"": 3}', '{\n  ""count"": 10\n}', '{\n  ""ecDNA"": 0\n}']"
1164,952.tif,2,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA_count"": 0\n}']"
1165,953.tif,0,18,1,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
1166,954.tif,0,15,0,"['{""ecDNA"": 3}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1167,957.tif,0,5,0,"['{""ecDNA"": 3}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1168,958.tif,0,5,0,"['{""ecDNA"": 2}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 2\n}']"
1169,965.tif,0,2,0,"['{""ecDNA"": 3}', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
1170,969.tif,0,20,1,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1171,970.tif,0,15,2,"['{\n  ""ecDNA_count"": 1\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1172,972.tif,1,0,0,"['{""ecDNA"": 3}', '{\n  ""count"": 0\n}', '{\n""ecDNA"": 3\n}']"
1173,973.tif,0,2,0,"['{""ecDNA_count"": 5}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}']"
1174,974.tif,0,14,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
1175,976.tif,2,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 2\n}', '{\n""ecDNA"": 2\n}']"
1176,977.tif,0,1,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n""ecDNA"": 3\n}']"
1177,978.tif,0,4,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 2\n}']"
1178,98.tif,1,0,0,"['{""ecDNA"": 5}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
1179,985.tif,0,11,1,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 10\n}', '{\n  ""ecDNA"": 0\n}']"
1180,988.tif,0,10,2,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1181,989.tif,0,21,5,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 2\n}']"
1182,99.tif,1,0,4,"['{""ecDNA"": 2}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
1183,990.tif,0,12,3,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1184,992.tif,0,6,0,"['{""ecDNA"": 3}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
1185,993.tif,0,18,3,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA_count"": 0\n}']"
1186,994.tif,0,26,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 0\n}', '{""ecDNA"": 2}']"
1187,995.tif,0,17,5,"['{""ecDNA"": 2}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1188,998.tif,0,3,0,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
