,image,num_nuclei,num_chromosomes,num_ecDNA,agg_results
705,268.tif,0,11,49,"['{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
706,269.tif,0,13,110,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 5\n}', '```json\n{\n  ""ecDNA"": {\n    ""count"": 4\n  }\n}\n```']"
707,270.tif,0,6,25,"['{""ecDNA_count"": 0}', '{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
708,271.tif,0,15,26,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{""ecDNA"": 0}']"
709,272.tif,0,21,86,"['{\n    ""ecDNA"": 0\n}', '```json\n[3]\n```', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 25\n}']"
710,273.tif,0,26,156,"['{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 20\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 20\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}']"
711,274.tif,0,10,68,"['{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 0\n}']"
712,276.tif,0,4,18,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}']"
713,277.tif,0,13,51,"['{\n""ecDNA"": 3\n}', '```json\n[1]\n```', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}']"
714,289.tif,0,26,17,"['{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"":3}', '{\n  ""ecDNA_count"": 5\n}']"
715,29.tif,0,9,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
716,290.tif,0,13,16,"['{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
717,293.tif,0,27,10,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}', '{""ecDNA"": 1}', '{\n    ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 0\n}']"
718,294.tif,0,11,20,"['{\n""ecDNA"": 3\n}', '```json\n[5]\n```', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n    ""ecDNA"": 3\n}']"
719,295.tif,0,7,11,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 2,\n""nuclei"": 0,\n""chromosomes"": 0\n}', '{""ecDNA"": 2}', '{\n  ""ecDNA"": 0\n}']"
720,297.tif,0,2,1,"['{\n  ""ecDNA"": 4\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
721,298.tif,0,7,5,"['{""ecDNA"": 1}', '{\n  ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 20\n}', '{\n    ""ecDNA"": 3\n}']"
722,3.tif,2,0,0,"['{""ecDNA_count"":1}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 2\n}']"
723,309.tif,0,18,28,"['```json\n[1]\n```', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
724,310.tif,0,9,22,"['{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 10\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
725,311.tif,0,3,10,"['```json\n[\n  {\n    ""ecDNA"": 1\n  }\n]\n```', '{""ecDNA"": 0}', '{\n    ""ecDNA"": 5\n}', '```json\n{\n  ""ecDNA"": {\n    ""count"": 1,\n    ""description"": ""Circular structures in cell images.""\n  }\n}\n```', '{\n    ""ecDNA"": {\n        ""count"": 2\n    }\n}']"
726,313.tif,0,20,22,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 2\n}', '{\n    ""ecDNA"": 3\n}']"
727,314.tif,0,18,30,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": {\n    ""count"": 1\n  }\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 5}', '{\n  ""ecDNA"": 3\n}']"
728,315.tif,0,7,11,"['{\n  ""ecDNA"": 0\n}', '```json\n[1]\n```', '{\n  ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 1\n}\n```', '{\n  ""ecDNA"": 3\n}']"
729,32.tif,0,16,0,"['{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 5}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
730,325.tif,0,3,0,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 3\n}']"
731,326.tif,0,3,6,"['{\n    ""ecDNA"": 4\n}', '{\n""ecDNA"": {\n""count"": 5\n}\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
732,328.tif,0,4,0,"['{""ecDNA_count"": 5}', '{\n  ""ecDNA"": 1\n}', '{""ecDNA"": 2}', '{""ecDNA"": 1}', '{\n    ""ecDNA"": 3\n}']"
733,329.tif,0,17,26,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{\n""ecDNA"": 5\n}', '{\n    ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}']"
734,33.tif,0,45,2,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 12345\n}']"
735,330.tif,0,11,27,"['{""ecDNA"": 1}', '{\n    ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 2}', '{""ecDNA_count"":3}']"
736,331.tif,0,8,15,"['{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
737,333.tif,0,15,11,"['{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 5\n  }\n}', '```json\n{\n  ""ecDNA"": 2\n}\n```', '{\n""ecDNA"": 1\n}']"
738,334.tif,0,21,33,"['{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '```json\n[\n  {\n    ""ecDNA"": 3\n  }\n]\n```', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 20\n}', '```json\n{\n  ""ecDNA"": 5\n}\n```']"
739,335.tif,0,7,10,"['{\n  ""ecDNA"": 2\n}', '{\n    ""ecDNA"": 3\n}', '{\n    ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
740,343.tif,1,0,0,"['{\n    ""ecDNA_count"": 1\n}', '{\n  ""ecDNA"": 4\n}', '{\n""ecDNA"": {\n""count"": 3\n}\n}', '```json\n[1]\n```', '{\n  ""ecDNA"": 5\n}']"
741,344.tif,0,12,1,"['{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 0}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": {\n        ""count"": 0\n    }\n}', '{\n  ""ecDNA"": 0\n}']"
742,345.tif,0,58,37,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
743,346.tif,0,40,51,"['{\n    ""ecDNA_count"": 3\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}']"
744,347.tif,1,2,6,"['{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA_count"": 3\n}\n```']"
745,348.tif,0,14,28,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 2\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}']"
746,349.tif,0,30,80,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
747,350.tif,0,11,68,"['{""ecDNA"": 3}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 0\n}']"
748,352.tif,0,13,17,"['{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 10\n}', '{""ecDNA"": 3}', '{\n""ecDNA"": 5\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```']"
749,353.tif,0,32,75,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
750,354.tif,0,15,57,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 3}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}']"
751,357.tif,0,3,6,"['{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
752,36.tif,4,1,0,"['{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '```json\n[""1""]\n```', '{\n  ""ecDNA"": 3\n}']"
753,368.tif,1,0,0,"['{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}', '{\n    ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
754,369.tif,0,15,11,"['{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 1}', '{\n""ecDNA"": 2\n}', '```json\n{\n  ""ecDNA"": 2\n}\n```', '{""ecDNA"": 0}']"
755,37.tif,2,18,5,"['{\n""ecDNA"": 3\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 1}', '{\n  ""ecDNA"": 4\n}']"
756,370.tif,0,14,18,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""value"": 3,\n    ""count"": 3\n  }\n}', '{\n    ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 5\n}']"
757,371.tif,0,4,6,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}']"
758,372.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}', '{\n  ""ecDNA"": 5\n}']"
759,373.tif,0,21,10,"['{\n""ecDNA"": 0\n}', '{""ecDNA"": 5}', '```json\n[""4""]\n```', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 20\n}']"
760,374.tif,0,23,17,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1000\n}', '{""ecDNA"": 3}', '{""ecDNA"": 4}', '{\n  ""ecDNA"": 3\n}']"
761,375.tif,0,3,3,"['{\n  ""ecDNA"": 1234567890\n}', '{""ecDNA"": 2}', '{\n    ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 2\n}']"
762,378.tif,0,4,3,"['{\n  ""ecDNA"": 5\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 2}', '{\n  ""ecDNA"": 0\n}']"
763,385.tif,0,4,8,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 5}', '{\n""ecDNA"": 0\n}', '{""ecDNA"": 3}']"
764,388.tif,0,11,12,"['{\n""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{""ecDNA"": 0}', '{\n  ""ecDNA"": 3\n}']"
765,389.tif,0,32,46,"['{\n  ""ecDNA"": 5\n}', '{""ecDNA"": 0}', '{\n  ""ecDNA"": 12\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
766,390.tif,0,26,72,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}']"
767,391.tif,0,8,34,"['{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
768,392.tif,0,19,20,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '```json\n[1]\n```']"
769,393.tif,0,14,23,"['```json\n{\n""ecDNA"": 3\n}\n```', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n  ""ecDNA"": 2\n}']"
770,394.tif,0,26,78,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n    ""ecDNA"": 0\n}', '{""ecDNA"": 4}']"
771,395.tif,0,18,43,"['{""ecDNA"": 4}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}', '{\n  ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 5\n}\n```', '{\n""ecDNA"": 0\n}']"
772,398.tif,0,13,36,"['{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 10\n}']"
773,399.tif,0,2,12,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n    ""ecDNA"": 4\n}', '```json\n[1]\n```', '{""ecDNA_count"":3}']"
774,4.tif,3,1,0,"['{\n  ""ecDNA"": 2\n}', '{""ecDNA"": 3}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
775,40.tif,2,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}', '{\n    ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA_count"": 5\n}\n```']"
776,409.tif,0,11,32,"['{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}']"
777,41.tif,1,1,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 100}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
778,410.tif,0,16,34,"['{\n  ""ecDNA"": 1\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}']"
779,411.tif,0,3,24,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '```json\n[1]\n```', '{\n  ""ecDNA"": 2\n}']"
780,413.tif,0,22,38,"['{\n""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 3\n}']"
781,414.tif,0,23,58,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 42\n}', '{\n  ""ecDNA"": 1001\n}', '{\n  ""ecDNA"": 3\n}']"
782,428.tif,0,3,6,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 10\n}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 0\n}']"
783,429.tif,0,29,38,"['{""ecDNA"": 0}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 3\n}', '{""ecDNA"":1}', '{\n""ecDNA"": 5\n}']"
784,430.tif,0,4,12,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 100\n}', '{""ecDNA"":1}', '{\n""ecDNA"": 0\n}']"
785,432.tif,2,3,2,"['{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 2\n}\n```', '{\n  ""ecDNA"": 20\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 4,\n""nuclei"": 3,\n""chromosomes"": 10\n}']"
786,433.tif,0,24,50,"['{\n    ""ecDNA"": {\n        ""count"": 3\n    }\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
787,434.tif,1,10,23,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
788,435.tif,0,4,6,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n    ""ecDNA"": 0\n}', '{""ecDNA"": 5}', '{\n  ""ecDNA"": 2\n}']"
789,437.tif,0,6,4,"['{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 2\n}']"
790,438.tif,0,4,3,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{""ecDNA"": 3}', '{\n""ecDNA"": 1\n}', '{\n    ""ecDNA"": 2\n}']"
791,439.tif,0,2,2,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 42349\n}', '{\n  ""ecDNA"": 2\n}', '{\n    ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 2\n}']"
792,44.tif,1,0,0,"['{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n  ""ecDNA"": 1\n}', '{""ecDNA"": 3}', '{""ecDNA"": 1}', '```json\n[1]\n```']"
793,440.tif,0,1,10,"['{\n  ""ecDNA"": 10\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA_count"":3}']"
794,442.tif,0,3,11,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""number"": 0\n  }\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
795,443.tif,0,20,24,"['{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 2\n  }\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 1\n}']"
796,446.tif,0,12,27,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 1}', '```json\n[""5""]\n```', '{\n""ecDNA"": 5\n}']"
797,447.tif,0,31,33,"['{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 2\n}', '{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 4\n}']"
798,448.tif,0,11,61,"['{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}', '{\n  ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
799,449.tif,0,19,121,"['{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 2\n}']"
800,45.tif,1,4,2,"['{\n""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}']"
801,450.tif,1,3,60,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{""ecDNA"": 0}']"
802,451.tif,0,11,21,"['{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
803,452.tif,0,11,61,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}']"
804,453.tif,0,25,154,"['{\n""ecDNA"": 1\n}', '{\n  ""ecDNA"": 50\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 1\n}']"
805,454.tif,0,13,98,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 50\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 10\n}']"
806,457.tif,0,8,26,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 3\n}']"
807,468.tif,0,8,16,"['{\n  ""ecDNA"": 254,\n  ""nuclei"": 26,\n  ""chromosomes"": 23\n}', '```json\n[5]\n```', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}']"
808,469.tif,0,16,33,"['{""ecDNA_count"":3}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}']"
809,470.tif,0,2,5,"['{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}', '{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 0\n}', '{\n""ecDNA"": 1\n}', '{\n  ""ecDNA_count"": 0\n}']"
810,472.tif,0,13,37,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 4\n}']"
811,473.tif,0,34,52,"['{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA_count"": 0\n}\n```', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 45\n}', '{\n    ""ecDNA"": 0\n}']"
812,474.tif,0,9,17,"['{\n    ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '```json\n{\n  ""ecDNA"": 3\n}\n```']"
813,476.tif,0,3,9,"['{\n    ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 10\n}', '{""ecDNA"": 2}', '{\n    ""ecDNA"": 3\n}', '{""ecDNA"": 0}']"
814,477.tif,0,11,17,"['{""ecDNA"": 5}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": {\n""number"": 0\n}\n}', '{\n""ecDNA"": 3\n}', '{\n    ""ecDNA"": 0\n}']"
815,478.tif,1,3,3,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '```json\n[3]\n```']"
816,479.tif,5,0,15,"['{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{""ecDNA"": 5}', '{""ecDNA"":3}']"
817,485.tif,0,4,20,"['{\n    ""ecDNA"": 2\n}', '{\n    ""ecDNA"": 2\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n    ""ecDNA"": 0\n}', '{""ecDNA"": 1}']"
818,486.tif,0,9,17,"['{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 5\n}', '{\n    ""ecDNA"": {\n        ""value"": 2,\n        ""image"": [\n            [0.35, 0.47],\n            [0.64, 0.49]\n        ]\n    }\n}', '{\n    ""ecDNA"": 3\n}']"
819,487.tif,0,3,1,"['{\n  ""ecDNA_count"": 20\n}', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 10\n}']"
820,488.tif,0,2,6,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 10,\n""nuclei"": 10,\n""chromosomes"": 10\n}', '{\n""ecDNA"": 2\n}']"
821,489.tif,0,29,88,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 2}', '{\n  ""ecDNA"": 3\n}']"
822,49.tif,0,39,2,"['{\n""ecDNA"": 20\n}', '{\n  ""ecDNA"": 123\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 4\n}']"
823,490.tif,0,21,58,"['{\n  ""ecDNA"": 1234567890\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA_count"": 0\n}\n```', '{\n  ""ecDNA"": 0\n}']"
