Context,Question,Temperature,Method,Image_Path,Output,Actual
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1923.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1927.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1929.png,4,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,193.png,2,116
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1930.png,2,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1933.png,3,3
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1934.png,2,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,194.png,2,102
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1949.png,1,9
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,195.png,3,63
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1950.png,1,17
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1951.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1953.png,2,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1954.png,1,7
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1955.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,196.png,1,21
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1969.png,2,14
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,197.png,1,55
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1970.png,3,8
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1973.png,1,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1974.png,1,10
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,198.png,3,89
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1982.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1983.png,2,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1985.png,1,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1986.png,1,3
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1987.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1988.png,1,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,199.png,2,42
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1990.png,2,14
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1991.png,1,4
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1992.png,1,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1994.png,2,8
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1995.png,1,3
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2.png,4,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2006.png,1,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2009.png,1,24
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,201.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2010.png,1,62
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2013.png,3,8
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2014.png,1,25
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,202.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2021.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2022.png,3,6
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2029.png,1,7
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,203.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2030.png,2,18
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2031.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2033.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2034.png,1,12
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2035.png,2,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2040.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2041.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2042.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2045.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2046.png,2,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2047.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2049.png,3,24
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,205.png,3,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2050.png,4,51
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2051.png,3,9
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2053.png,1,20
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2054.png,2,55
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2055.png,3,3
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,206.png,3,14
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2063.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2065.png,2,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2068.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2069.png,2,26
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,207.png,1,4
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2070.png,3,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2072.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2073.png,1,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,208.png,1,25
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2089.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,209.png,1,68
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2090.png,3,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2093.png,1,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2094.png,1,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,210.png,1,78
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2102.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2103.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2105.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2106.png,1,12
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2108.png,2,4
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2109.png,2,67
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,211.png,2,34
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2110.png,3,32
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2112.png,1,3
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2113.png,1,7
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2114.png,3,4
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2118.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2119.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,212.png,2,22
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2126.png,1,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2127.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2129.png,3,23
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,213.png,3,32
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2130.png,3,13
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2131.png,3,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2133.png,1,15
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2134.png,2,18
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2135.png,4,4
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2138.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2139.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,214.png,2,72
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2144.png,4,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2148.png,4,6
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2149.png,2,3
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,215.png,1,63
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2150.png,1,9
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2151.png,2,4
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2153.png,2,9
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2154.png,2,15
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2155.png,3,9
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2157.png,1,7
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2161.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2165.png,1,4
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2169.png,3,12
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2170.png,2,7
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,2171.png,4,4
